50132;Ведущий инженер
12153;Начальник группы
12286;Старший техник по учету
13841;Техник по учету
14207;Техник по учету
12173;Техник по учету
18022;Начальник управления
15565;Инженер-технолог
18598;Инженер
18640;Инженер
18153;Ведущий инженер
16090;Инженер по инструменту
10779;Инженер по инструменту
10955;Начальник бюро
50586;Инженер по инструменту
17208;Техник
12674;Инженер
16564;Инженер
12118;Инженер
16035;Руководитель группы
18541;Инженер
18557;Руководитель группы
18479;Инженер
11132;Инженер
12622;Инженер
11958;Руководитель группы
18200;Экономист по МТС
12804;Руководитель группы
15056;Инженер по качеству
17741;Заместитель начальника отдела
11903;Экономист по МТС
14176;Руководитель группы
18543;Экономист по МТС
18207;Инженер
11215;Техник
12804;Руководитель группы
15707;Техник
14299;Экономист по МТС
11722;Руководитель группы
12434;Руководитель группы
10920;Техник
11843;Инженер
12230;Руководитель группы
16005;Инженер
18031;Руководитель группы
12701;Экономист по МТС
11905;Инженер
13210;Руководитель группы
18566;Экономист по МТС
18053;Инженер
11024;Бухгалтер
18455;Зам.главного бухгалтера
12394;Бухгалтер
60010;Начальник сектора
12520;Бухгалтер
14110;Бухгалтер
11727;Бухгалтер
17757;Бухгалтер
14957;Бухгалтер
16051;Бухгалтер
11067;Бухгалтер
17889;Начальник сектора
13293;Зам.главного бухгалтера
12932;Бухгалтер
16885;Бухгалтер
17300;Бухгалтер
16425;Начальник сектора
10713;Бухгалтер
17942;Бухгалтер
13753;Бухгалтер
10720;Старший бухгалтер
12532;Бухгалтер
16995;Начальник сектора
12031;Бухгалтер
13351;Бухгалтер
11121;Экономист по финансовой работе
13145;Начальник отдела
12918;Заместитель начальника отдела
15036;Экономист по финансовой работе
11633;Ведущий бухгалтер
14383;Экономист по финансовой работе
15914;Техник
12548;Кассир
17731;Экономист по финансовой работе
12926;Ведущий экономист по финансовой работе
12595;Начальник ЦЗЛ
11305;Ведущий инженер-лаборант
17688;Заведующая хозяйством
17128;Начальник участка
12159;Начальник лаборатории
13380;Начальник отдела
16893;Контролер станочных и слесарных работ
11126;Мастер контрольный
11588;Контролер станочных и слесарных работ
13344;Начальник управления
11886;Мастер контрольный
17145;Инженер по качеству
11994;Начальник отдела
11042;Мастер контрольный
17554;Главный механик
10199;Инженер-конструктор
13670;Зам.главного механика
14849;Ведущий инженер-конструктор
18501;Инженер-конструктор
12647;Секретарь
12403;Начальник бюро
18506;Инженер-конструктор
18718;Секретарь
12383;Заместитель главного энергетика
51179;Инженер-конструктор
18493;Инженер по стандартизации
13373;Инженер-конструктор
11217;Ведущий специалист
18096;Главный энергетик
11983;Заместитель главного энергетика
13613;Начальник отдела
17803;Инженер по охране окружающей среды
12644;Начальник лаборатории
15683;Начальник лаборатории
11583;Заместитель начальника отдела
14824;Инженер-лаборант
13817;Врач по гигиене труда
12864;Инженер по охране труда и технике безопасности
15200;Инспектор
11624;Кладовщик
17887;Кладовщик
12389;Кладовщик
16987;Кладовщик
16054;Кладовщик
14019;Кладовщик
12538;Кладовщик
11110;Кладовщик
12280;Специалист
16769;Кладовщик
14196;Мастер погрузочно-разгрузочных работ
12873;Кладовщик
16693;Специалист
17499;Кладовщик
17858;Специалист
13117;Начальник цеха
17835;Кладовщик
12516;Кладовщик
13099;Ведущий инженер-программист
11798;Оператор ЭВМ
12008;Инженер-конструктор
12969;Ведущий инженер-программист
12476;Оператор ЭВМ
12513;Оператор ЭВМ
10759;Инженер-технолог
11333;Ведущий инженер-программист
18631;Инженер-программист
11794;Оператор ЭВМ
16183;Оператор ЭВМ
12445;Техник
12695;Ведущий инженер-программист
12671;Оператор ЭВМ
12223;Оператор ЭВМ
60014;Инженер-электроник
12865;Ведущий инженер-программист
13916;Инженер-программист
11468;Инженер-технолог
11259;Инженер-электроник
12604;Инженер-программист
10622;Инженер-технолог
11328;Начальник бюро
12534;Начальник отдела
18536;Техник
14335;Заместитель начальника отдела
18473;Техник
11620;Ведущий инженер-программист
13867;Ведущий инженер-программист
12425;Ведущий инженер-программист
12427;Инженер-программист
16198;Инженер-программист
11368;Инженер-технолог
12428;Техник
10658;Начальник отдела
11239;Начальник бюро
12530;Инженер-технолог
51129;Секретарь
11240;Секретарь
11531;Заведующая научно-технической библиотекой
12063;Секретарь
13348;Начальник отдела
12341;Заведующая канцелярией
14153;Диспетчер связи (телетайпа)
11754;Документовед
18132;Начальник отдела
18126;Документовед
13634;Начальник службы
11851;Заведующая хозяйством
17014;Зам.начальника службы
18551;Начальник отдела
18649;Инженер по качеству
18619;Инженер по качеству
50052;Начальник штаба
13406;Начальник службы
14406;Начальник службы
50056;Табельщик
13472;Экономист по планированию
13371;Начальник цеха
12094;Секретарь
14364;Энергетик цеха
18398;Директор
12361;Заместитель начальника цеха
15815;Ведущий инженер
16331;Инженер
18717;Инженер по проектно-сметной работе
11904;Начальник бюро
16635;Экономист
14046;Экономист
17110;Экономист
13100;Экономист
11525;Инженер
11019;Инженер
12827;Инженер
18351;Инженер
18012;Ведущий инженер
16562;Инженер
18294;Инженер
17743;Начальник отдела
17267;Инженер
13132;Инженер-электроник
12048;Инженер-электроник
11140;Главный метролог
12651;Начальник лаборатории
10650;Начальник отдела
18035;Заместитель начальника отдела
15981;Инженер-электроник
13703;Ведущий электроник
12637;Ведущий электроник
12481;Инженер-электроник
12481;Инженер-электроник
12314;Ведущий инженер по организации и нормированию труда
11780;Инженер по организации и нормированию труда
16243;Ведущий инженер по организации и нормированию труда
12212;Ведущий инженер по организации и нормированию труда
11349;Экономист по труду
11285;Начальник отдела
15352;Экономист по планированию
18733;Экономист по планированию
12953;Начальник сектора
50187;Экономист по планированию
18549;Экономист по планированию
12617;Начальник отдела
12171;Начальник сектора
12632;Экономист по планированию
17936;Экономист по планированию
13520;Экономист по планированию
18157;Экономист по планированию
18061;Экономист по планированию
18709;Экономист по планированию
51220;Генеральный директор
51213;Заместитель генерального директора
18670;Начальник группы
18587;Экономист
18573;Секретарь
17910;Специалист
18276;Специалист
